Year,State,Q01%,Q02%,Q03%,Q04%,Q08_Mean,Q09%,Q13%,Q14%,Q16%,Q17%,Q18%,Q19%,Q21%,Q22%,Q27%,Q32%,Q33%,Q35_Mean,Q36%,Q37%,Q38%,Q39%,Q40%,Q42%,Q43%,Q44%,Q45%,Q05%,Q07%,Q10%,Q11%,Q12%,Q15%,Q20%,Q34%,Q46%,Mortality_Rate,Deaths,Aqi,Percent!!Population 18 to 24 years!!Bachelor's degree or higher,Percent!!Population 18 to 24 years!!High school graduate (includes equivalency),Percent!!Population 18 to 24 years!!Less than high school graduate,Percent!!Population 18 to 24 years!!Some college or associate's degree,"Percent!!Population 25 years and over!!9th to 12th grade, no diploma",Percent!!Population 25 years and over!!Associate's degree,Percent!!Population 25 years and over!!Bachelor's degree,Percent!!Population 25 years and over!!Graduate or professional degree,Percent!!Population 25 years and over!!High school graduate (includes equivalency),Percent!!Population 25 years and over!!Less than 9th grade,"Percent!!Population 25 years and over!!Some college, no degree",Total!!Population 18 to 24 years!!Bachelor's degree or higher,Total!!Population 18 to 24 years!!High school graduate (includes equivalency),Total!!Population 18 to 24 years!!Less than high school graduate,Total!!Population 18 to 24 years!!Some college or associate's degree,"Total!!Population 25 years and over!!9th to 12th grade, no diploma",Total!!Population 25 years and over!!Associate's degree,Total!!Population 25 years and over!!Bachelor's degree,Total!!Population 25 years and over!!Graduate or professional degree,Total!!Population 25 years and over!!High school graduate (includes equivalency),Total!!Population 25 years and over!!Less than 9th grade,"Total!!Population 25 years and over!!Some college, no degree",Percent!!Population 25 years and over!!Bachelor's degree or higher,Percent!!Population 25 years and over!!High school graduate or higher,Total!!Population 25 years and over!!Bachelor's degree or higher,Total!!Population 25 years and over!!High school graduate or higher
2017,Arizona,32.5,14.5,10.3,87.4,5.5,66.3,29.5,94.6,30.1,14.5,47.0,67.9,9.0,48.7,18.8,24.5,75.5,7.0,,,,,,,41.1,29.3,36.1,,,,,,,,,36.3,39.4,1436,8.1375,7.6,33.6,16.3,42.4,7.4,8.7,18.3,11.0,24.1,5.4,25.0,51162,226131,109734,285153,350198,408070,863062,520030,1136493,254700,1178809,,,,
2017,Arkansas,26.2,16.0,12.9,90.2,6.5,64.1,35.1,94.8,38.0,16.4,51.2,66.6,7.1,60.1,22.4,32.4,67.6,7.1,,,,,,,47.6,32.9,43.0,,,,,,,,,46.0,35.1,3058,8.333333333333334,7.9,34.3,13.3,44.5,8.7,7.1,15.0,8.4,34.0,4.6,22.1,22581,98609,38290,127968,174807,143522,301294,168820,683285,92735,443935,,,,
2017,California,39.5,16.5,9.4,83.2,5.0,66.6,28.8,95.8,22.1,9.9,49.1,,11.3,48.8,18.9,24.0,76.0,6.6,,,,,,,36.5,28.4,31.7,,,,,,,,,33.4,37.1,16238,10.865909090909092,10.6,30.9,10.5,48.0,7.5,7.8,21.1,12.6,20.8,9.2,21.1,403028,1174092,399555,1823319,1989309,2070661,5616449,3359798,5541182,2459993,5641881,,,,
2017,Colorado,36.1,17.4,8.4,81.9,4.4,69.2,25.3,94.2,20.8,12.2,52.9,,9.3,42.8,16.1,17.3,82.7,5.3,,,,,,,38.8,20.2,27.1,,,,,,,,,28.1,34.2,1830,6.692857142857142,12.5,32.3,11.3,43.9,5.0,8.2,26.0,15.2,21.3,3.4,20.9,65174,168994,59021,229538,190285,313309,994894,579803,815595,129351,798831,,,,
2017,Connecticut,38.3,16.6,9.0,87.7,4.3,65.0,28.8,97.2,25.9,10.6,53.4,,9.4,47.4,16.3,18.9,81.1,5.4,,,,,,,38.8,24.5,28.1,,,,,,,,,29.6,20.4,1077,6.14,17.1,28.2,10.6,44.2,5.5,8.1,21.4,17.3,27.1,4.1,16.5,60078,99162,37246,155566,137225,201193,533791,430816,676911,102064,411854,,,,
2017,Delaware,32.4,12.8,11.0,88.0,5.2,67.5,35.6,96.3,34.4,13.5,55.4,74.4,8.5,53.4,17.9,22.7,77.3,6.8,,,,,,,39.9,33.5,33.4,,,,,,,,,38.2,30.5,377,8.066666666666668,9.0,33.7,11.9,45.3,6.0,7.7,18.0,13.5,32.4,3.5,19.0,7587,28306,10012,38035,40091,51777,121442,90641,218309,23460,127966,,,,
2017,Florida,33.4,13.7,11.5,86.8,5.3,59.6,29.3,95.0,33.5,14.9,48.6,72.8,10.0,52.3,18.9,26.2,73.8,6.8,,,,,,,40.7,36.1,38.1,,,,,,,,,40.5,20.7,6980,7.5874999999999995,9.2,31.1,15.2,44.5,6.9,10.0,18.9,10.8,28.8,4.7,19.9,162959,547776,268822,783886,1035042,1507434,2839500,1614992,4330040,710891,2982278,,,,
2017,Georgia,29.4,13.6,9.5,90.7,5.0,61.6,33.9,95.3,37.1,14.9,48.2,69.1,7.4,52.6,16.8,25.2,74.8,6.7,,,,,,39.6,39.6,33.6,37.9,,,,,,,,,38.5,46.0,4290,8.950000000000001,9.1,34.3,15.3,41.2,8.4,7.8,19.0,11.9,28.1,4.5,20.2,93200,349387,156032,419969,580411,540564,1311611,819867,1936501,313025,1394047,,,,
2017,Hawaii,35.4,18.7,8.6,87.1,4.2,62.5,22.6,95.0,25.1,9.1,51.9,66.4,11.7,48.1,11.5,18.9,81.1,5.4,19.2,19.0,68.1,31.0,17.2,33.2,35.4,19.3,26.3,,,,,,,,,30.0,19.7,465,5.550000000000001,8.4,40.6,6.5,44.5,4.3,10.7,21.7,11.2,28.1,3.5,20.5,10416,50218,8019,55144,42636,106987,216993,111687,280494,34495,204452,,,,
2017,Idaho,34.4,15.8,8.9,81.5,4.9,64.1,31.7,91.1,28.0,12.0,45.0,,8.7,48.4,20.2,20.1,79.9,6.3,,,,,,,42.0,20.5,29.1,,,,,,,,,32.1,35.3,1597,10.525,6.7,35.8,14.3,43.2,5.9,9.7,18.2,8.5,28.2,3.3,26.3,10830,58025,23129,69886,65058,107505,202800,94858,313029,36681,291857,,,,
2017,Illinois,37.1,15.8,9.4,87.2,5.1,62.9,35.7,95.4,28.5,14.3,45.6,,12.0,51.9,17.3,23.7,76.3,5.5,,,,,,,42.1,25.6,33.3,,,,,,,,,31.8,36.6,672,8.83125,12.7,29.2,13.0,45.1,6.0,8.0,21.0,13.4,26.1,4.9,20.6,152636,350882,155690,540668,525386,692672,1829903,1167902,2272174,424494,1794526,,,,
2017,Indiana,30.6,15.0,11.6,88.7,5.6,63.4,36.7,94.5,33.5,18.4,46.6,72.0,9.3,54.7,21.7,26.7,73.3,6.4,,,,,,,46.0,29.3,39.4,,,,,,,,,35.4,25.6,4021,8.33913043478261,10.2,33.5,15.0,41.3,7.7,8.9,17.0,9.8,32.7,3.6,20.2,66890,220384,98612,271584,343724,394092,753268,436190,1450767,161138,896138,,,,
2017,Iowa,33.5,13.8,8.3,86.6,4.5,70.3,38.3,94.4,30.3,14.6,56.7,,11.5,50.4,18.0,20.1,79.9,5.7,,,,,,,40.9,20.3,30.1,,,,,,,,,33.3,35.3,2771,7.576923076923076,11.5,28.3,10.5,49.6,4.8,11.6,19.4,9.5,30.5,3.1,21.0,36967,91121,33800,159564,100027,242738,406630,199190,639230,65578,440516,,,,
2017,Kansas,32.1,14.9,9.4,87.7,4.9,66.3,33.4,94.3,32.4,14.3,47.4,,8.9,52.1,19.8,22.1,77.9,5.8,23.6,15.0,73.2,28.8,10.9,,40.8,24.4,34.2,,,,,,,,,35.4,24.3,894,7.642857142857143,10.6,29.1,11.9,48.3,5.5,8.8,21.2,12.6,25.8,3.5,22.7,31496,86136,35316,143072,104758,167548,403542,239200,490769,66505,432206,,,,
2017,Kentucky,24.8,11.3,14.3,90.2,7.3,63.4,35.1,93.2,41.2,20.7,51.2,70.9,6.9,58.9,24.3,34.2,65.8,7.9,,,,,,,48.8,36.5,47.0,,,,,,,,,47.9,35.0,1765,7.968750000000001,8.9,37.6,11.6,41.9,8.2,8.0,14.0,9.9,33.0,5.4,21.3,37267,158218,48730,176417,248251,241585,423916,299636,997060,164235,644270,,,,
2017,Louisiana,28.5,11.5,13.2,90.3,6.7,62.8,38.7,95.3,35.9,18.6,44.3,67.5,11.1,59.6,20.6,31.0,69.0,7.4,,,,,,,44.6,37.6,44.8,,,,,,,,,43.2,43.7,2188,8.446153846153846,7.8,32.6,17.9,41.6,10.0,5.9,15.5,8.3,34.0,4.9,21.4,35687,148185,81544,189398,311048,185409,482439,260086,1061526,152771,666998,,,,
2017,Maine,38.9,19.0,10.1,84.2,5.1,70.8,31.0,94.7,28.8,13.4,54.7,68.8,9.9,49.1,23.2,19.4,80.6,6.2,,,,,,,45.1,21.2,28.7,,,,,,,,,28.7,19.9,1841,6.142857142857143,9.9,33.4,11.5,45.2,5.1,10.3,19.9,12.1,30.9,2.6,19.0,10860,36781,12671,49653,49213,100214,193860,117747,300716,25574,184416,,,,
2017,Maryland,35.8,16.2,9.7,89.9,4.4,68.4,34.2,97.0,29.3,12.3,56.3,74.5,8.5,52.3,16.8,19.3,80.7,5.8,23.6,14.7,65.1,29.2,9.4,54.3,42.4,24.6,29.1,,,,,,,,,29.6,17.1,1191,7.709090909090909,13.5,31.1,10.5,44.9,6.1,6.8,21.3,18.3,24.5,4.0,18.9,72561,167249,56430,241383,254504,285379,889090,763490,1020828,165505,788808,,,,
2017,Massachusetts,38.1,16.6,9.9,86.7,5.1,66.8,28.4,95.6,30.0,13.7,50.0,,10.8,46.7,18.0,20.4,79.6,5.3,,,,,,,39.9,26.7,30.5,,,,,,,,,34.0,30.4,601,6.433333333333333,18.1,26.5,10.9,44.5,4.9,7.5,23.9,19.5,24.3,4.3,15.5,126936,185337,76449,311940,235318,360700,1146586,932085,1163526,207140,743218,,,,
2017,Michigan,33.8,11.5,11.4,87.5,5.9,64.1,35.5,95.7,29.7,16.9,48.5,68.5,10.8,52.6,22.1,23.7,76.3,7.1,23.6,17.5,73.8,29.1,10.6,40.8,48.5,30.7,34.5,,,,,,,,,38.6,34.5,4428,7.641176470588236,10.6,31.5,12.4,45.5,6.3,9.5,17.6,11.5,28.9,2.8,23.4,102204,305104,119587,440245,427082,649916,1201375,784189,1969839,192884,1594025,,,,
2017,Minnesota,36.9,14.2,7.0,86.6,3.9,67.4,31.0,93.9,28.5,12.9,54.2,62.1,11.5,42.5,17.0,16.7,83.3,5.0,,,,,,,33.7,19.3,27.3,,,,,,,,,30.8,34.9,2474,6.152941176470589,14.3,27.7,12.0,46.0,3.9,11.3,23.5,12.5,24.8,3.0,20.9,71730,138410,60244,230024,147197,426760,888880,473246,938908,114437,788988,,,,
2017,Mississippi,26.2,12.0,14.0,90.5,7.2,61.5,38.4,94.1,38.3,20.5,44.3,66.3,7.5,61.5,19.3,35.8,64.2,7.5,,,,,,43.6,47.2,40.6,48.3,,,,,,,,,45.1,32.3,2545,8.085714285714285,7.2,30.7,15.5,46.6,10.8,10.1,13.5,8.3,30.4,4.8,22.0,22333,95371,47970,144532,211478,198080,265220,163277,595611,94490,431185,,,,
2017,Missouri,26.7,10.9,10.6,88.3,5.7,66.5,34.3,94.1,33.5,17.1,54.1,69.9,9.8,50.7,19.9,25.2,74.8,7.2,,,,,,,45.3,28.2,36.7,,,,,,,,,40.8,49.5,1626,8.122222222222224,10.5,33.0,12.0,44.5,7.2,7.9,17.9,11.1,30.8,3.1,22.0,60525,189900,69061,256110,298467,326430,743797,462042,1277505,129072,912962,,,,
2017,Montana,27.5,11.5,10.5,83.5,5.4,66.9,26.9,90.6,30.7,13.7,49.8,66.0,10.8,43.5,18.6,21.8,78.2,6.9,,,,,,,39.3,24.8,32.6,,,,,,,,,39.1,20.9,285,10.0,9.4,38.4,12.2,40.1,4.8,9.1,21.7,10.6,28.1,2.2,23.5,9080,37224,11805,38823,34574,65772,157326,76491,203141,16155,170207,,,,
2017,Nebraska,34.8,14.7,8.0,89.1,4.4,68.4,35.8,94.2,29.1,12.7,57.6,,10.3,49.9,17.6,19.7,80.3,5.4,,,,,,,41.5,18.7,28.4,,,,,,,,,32.8,37.3,4289,7.75,11.2,29.3,10.1,49.3,4.8,10.2,20.9,10.8,26.3,3.9,23.1,20790,54651,18896,91888,60668,128547,263330,135450,331081,48755,291423,,,,
2017,Nevada,26.4,10.0,11.2,84.6,5.7,58.9,27.4,91.5,30.9,19.9,43.8,69.4,9.4,53.8,17.3,25.8,74.2,6.4,,,,,,,35.9,29.4,35.9,,,,,,,,,39.9,36.5,387,7.449999999999999,5.7,40.4,14.9,39.0,8.0,8.0,16.5,8.4,28.7,5.2,25.1,14375,101302,37432,97793,165663,165508,340110,173170,592846,107354,518529,,,,
2017,New Hampshire,39.3,17.5,8.6,88.1,4.6,70.1,29.1,95.5,26.5,11.0,52.5,69.4,9.0,45.8,19.4,16.5,83.5,5.7,,,,,,,42.0,21.9,26.1,,,,,,,,,29.7,28.5,698,4.86,12.8,32.5,9.7,45.0,5.1,10.2,22.6,14.3,28.0,1.9,17.9,16256,41149,12260,56930,48396,97978,216750,137142,268564,18164,171011,,,,
2017,New Jersey,34.7,13.7,10.8,87.9,5.0,60.8,28.7,96.0,32.9,12.3,50.4,72.5,10.1,50.2,15.3,22.5,77.5,6.4,20.2,13.5,70.2,28.8,16.4,41.8,37.7,29.8,33.4,,,,,,,,,34.9,24.8,436,8.500000000000002,16.4,28.7,10.8,44.1,5.3,6.7,24.2,15.6,27.2,4.8,16.3,130043,227024,85464,349779,330076,418148,1506899,969808,1696858,298109,1014640,,,,
2017,New Mexico,33.4,12.8,12.2,85.2,6.0,64.6,27.8,92.1,28.9,15.4,48.0,69.8,8.4,47.1,20.5,28.1,71.9,7.2,22.4,17.9,69.9,35.0,11.2,,40.5,30.7,40.8,,,,,,,,,37.7,23.6,2829,8.366666666666667,5.9,32.7,17.6,43.8,8.1,8.4,15.2,11.8,26.6,5.8,24.0,12295,67560,36365,90653,112760,117531,211995,164505,370599,80805,333280,,,,
2017,New York,37.6,15.3,10.4,87.3,4.9,62.6,29.2,95.7,29.2,13.3,50.2,,10.7,47.0,16.0,23.4,76.6,5.5,23.2,18.6,74.7,29.0,11.3,47.2,40.2,31.3,34.6,,,,,,,,,31.9,22.7,572,6.657142857142857,16.9,26.3,11.4,45.5,7.3,8.8,20.2,15.8,26.3,6.1,15.4,317419,492130,212967,852254,1012659,1218132,2794920,2185242,3634065,842286,2133828,,,,
2017,North Carolina,28.6,14.3,12.2,89.4,5.7,62.6,34.2,92.9,30.8,14.9,55.2,73.9,8.0,56.2,20.2,25.2,74.8,7.2,,,,,,,40.5,33.7,37.7,,,,,,,,,39.2,27.3,779,7.787499999999999,9.9,31.0,13.6,45.5,7.7,9.4,20.1,11.2,25.8,4.5,21.3,97450,303646,133754,446194,539055,658224,1406739,783940,1800555,314734,1487938,,,,
2017,North Dakota,34.2,14.4,7.0,89.1,4.4,66.2,35.4,93.1,32.3,16.5,49.9,66.1,13.0,49.8,16.8,21.0,79.0,4.9,,,,,,,40.8,17.9,29.5,,,,,,,,,28.6,13.2,3521,5.55,14.0,31.9,8.4,45.7,4.3,13.4,21.8,9.0,26.4,2.8,22.4,12109,27522,7269,39453,21087,66236,108045,44394,130900,13936,111306,,,,
2017,Ohio,29.6,11.6,10.7,88.9,5.6,65.2,34.9,93.2,34.2,17.4,52.2,,10.4,51.8,19.2,24.1,75.9,6.5,,,,,,,46.1,27.7,34.0,,,,,,,,,37.3,33.6,5117,8.282608695652176,10.0,34.0,13.1,42.9,7.0,8.8,17.3,10.6,33.3,2.7,20.2,107622,365448,140371,461286,559456,698820,1381934,849416,2661209,218232,1612818,,,,
2017,Oklahoma,21.4,9.2,13.1,89.3,6.3,71.3,37.1,92.9,37.9,15.7,56.2,66.5,5.5,58.7,23.1,28.1,71.9,7.4,25.9,14.0,74.2,29.5,10.3,,45.7,31.7,41.4,,,,,,,,,46.6,39.3,1752,8.11,7.3,34.2,15.2,43.3,7.9,8.1,16.9,8.6,31.1,4.1,23.3,27964,130899,58141,165963,204039,208717,437243,223293,804245,104975,603902,,,,
2017,Oregon,37.7,19.1,12.0,82.5,5.7,73.1,32.7,94.0,25.2,14.0,45.4,68.4,9.5,47.1,23.1,21.6,78.4,6.7,20.4,13.6,77.2,31.4,11.5,47.5,43.4,22.9,32.3,,,,,,,,,36.2,36.0,1850,11.755555555555556,8.6,31.8,15.2,44.5,5.5,8.8,21.0,12.7,23.2,3.5,25.2,31480,116824,55844,163659,159928,255783,609160,369257,673810,102453,730804,,,,
2017,Pennsylvania,33.1,13.6,10.8,88.9,5.5,65.8,35.2,94.6,29.1,16.2,53.8,70.2,9.9,49.7,18.4,23.9,76.1,6.3,,,,,,,46.7,26.7,33.0,,,,,,,,,33.2,21.7,4213,9.735714285714286,13.0,33.9,12.0,41.1,6.3,8.3,18.9,12.5,35.0,3.2,15.8,153379,399453,141464,485428,560910,747997,1697397,1119839,3134497,283386,1416816,,,,
2017,Rhode Island,35.9,15.1,11.8,90.6,5.2,71.0,32.2,97.2,29.9,12.8,54.9,72.4,9.3,51.5,21.3,21.7,78.3,6.5,24.2,14.5,73.2,24.3,11.2,,44.1,26.0,28.8,,,,,,,,,34.0,27.3,435,6.0,10.7,32.2,8.3,48.8,6.6,8.0,20.3,13.1,29.9,5.1,16.9,12354,37279,9656,56409,48991,58876,149699,96825,220613,37301,124664,,,,
2017,South Carolina,28.1,10.7,12.7,88.7,5.8,65.0,34.2,95.1,31.7,16.1,51.8,71.1,8.7,58.8,21.4,25.8,74.2,7.0,,,,,,,46.3,33.1,38.0,,,,,,,,,39.0,44.9,2549,7.722222222222222,9.0,33.4,13.0,44.6,8.6,9.6,17.6,10.4,29.5,4.0,20.3,43016,159895,62143,213744,295539,330153,607024,357316,1016072,139309,698438,,,,
2017,South Dakota,31.1,12.3,7.1,88.8,4.8,67.9,35.2,93.1,30.7,13.8,56.3,70.0,9.4,47.8,14.9,20.2,79.8,5.9,,,,,,,36.2,22.3,31.7,,,,,,,,,33.8,36.9,444,5.6,11.9,28.6,14.2,45.3,5.4,10.8,19.1,9.0,30.8,2.9,22.0,9704,23449,11646,37080,30795,62204,109803,51935,176709,16831,126282,,,,
2017,Tennessee,30.0,14.8,11.8,88.8,6.3,64.3,34.1,95.4,35.5,20.4,46.8,,6.4,58.0,23.1,31.3,68.7,6.9,,,,,,,48.4,35.0,44.1,,,,,,,,,42.4,46.7,3522,7.8933333333333335,9.5,35.5,12.4,42.6,7.8,7.2,17.2,10.1,32.4,4.4,20.8,59052,219736,76587,263904,359348,332593,790840,463322,1488080,200536,953734,,,,
2017,Texas,29.3,15.0,11.7,86.4,5.2,62.7,35.0,94.8,36.8,13.5,47.3,66.7,8.7,55.0,20.9,27.5,72.5,6.4,,,,,,,40.3,35.8,40.1,,,,,,,,,36.7,38.5,9545,9.023076923076925,8.6,33.2,15.0,43.2,8.2,7.3,19.3,10.3,25.1,8.1,21.7,240292,926602,417459,1205734,1496019,1323957,3510311,1861178,4552676,1473004,3932201,,,,
2017,Utah,36.0,13.1,8.5,82.9,4.7,67.5,29.8,92.9,25.2,7.7,48.1,,6.1,45.5,20.3,19.7,80.3,5.4,23.9,17.4,70.9,26.3,9.4,41.9,39.3,21.9,30.6,,,,,,,,,34.0,42.1,991,8.030000000000001,6.7,31.6,10.3,51.5,5.1,9.5,22.8,11.8,22.3,2.7,25.7,23296,110535,35852,180021,93413,172999,416804,215638,408078,50122,469981,,,,
2017,Vermont,40.3,17.9,9.9,84.6,4.6,72.0,29.6,94.3,24.1,12.1,51.0,65.5,9.2,45.8,22.1,18.5,81.5,5.9,,,,,,,42.7,21.8,30.5,,,,,,,,,31.7,27.6,2549,5.8999999999999995,12.0,33.7,10.1,44.2,5.2,8.5,22.5,15.8,29.0,2.2,16.8,8006,22479,6715,29435,22774,37360,98774,69392,127426,9646,73895,,,,
2017,Virginia,32.9,15.4,8.9,89.1,4.6,67.5,32.8,94.5,29.9,13.8,54.0,71.8,8.0,51.1,17.6,21.9,78.1,6.1,,,,,,,42.6,29.0,34.5,,,,,,,,,33.2,42.9,370,7.076470588235295,13.4,30.9,9.7,46.1,6.1,7.9,22.0,16.7,24.2,4.2,19.0,110057,253857,79532,379272,353117,456210,1270190,967026,1396487,240260,1095931,,,,
2017,Washington,38.4,16.7,10.3,81.5,4.9,70.0,29.9,95.3,22.1,11.5,54.3,66.8,9.1,46.7,22.6,20.0,80.0,6.3,,,,,,,40.8,21.7,29.5,,,,,,,,,31.1,46.0,3710,8.927272727272726,11.2,31.4,14.0,43.4,5.0,10.1,22.2,13.3,22.1,3.7,23.6,73408,206590,91816,285228,254629,514987,1130392,680727,1128284,189334,1203615,,,,
2017,West Virginia,20.1,9.6,14.8,91.5,7.4,64.9,39.4,95.1,37.7,18.8,56.4,75.1,5.8,62.0,24.1,34.4,65.6,8.8,,,,,,,57.7,37.0,44.2,,,,,,,,,53.5,31.6,2428,8.218181818181819,6.7,39.5,12.4,41.3,8.4,7.1,12.2,8.0,41.2,4.5,18.6,10993,64420,20272,67419,107069,90494,156378,102078,526652,58192,238487,,,,
2017,Wisconsin,37.3,14.5,8.3,87.4,4.8,69.0,34.4,93.9,25.0,13.4,43.8,69.8,15.5,47.1,16.3,18.5,81.5,5.8,,,,,,,41.5,24.7,27.7,,,,,,,,,30.6,30.6,770,6.175,11.0,32.6,10.8,45.6,5.1,10.9,19.8,10.6,30.7,2.6,20.3,61164,182070,60439,254218,200465,433324,782676,419854,1214914,101506,805492,,,,
2017,Wyoming,31.7,13.5,8.5,84.5,4.8,62.1,31.9,91.0,31.7,14.4,46.6,,10.2,48.7,19.3,19.9,80.1,6.1,,,,,,,40.5,23.1,30.8,,,,,,,,,36.7,32.7,212,5.536363636363637,6.5,38.2,13.9,41.3,5.1,10.4,17.4,10.3,29.6,2.0,25.3,3502,20471,7453,22127,19649,40340,67312,39785,114739,7704,98171,,,,
2018,Alabama,,,14.0,,6.6,60.3,37.3,,36.6,16.4,46.6,64.6,6.8,,24.0,31.2,68.8,8.2,,,,,,,,,,12.3,63.2,32.7,27.5,77.5,70.1,68.7,65.0,45.4,27.5,131,7.915384615384616,7.9,35.0,13.3,43.8,9.5,8.6,16.1,9.5,30.8,3.9,21.6,36672,161286,61166,202178,316587,288285,536086,315951,1026976,131592,721987,25.5,86.6,852037,2889285
2018,Alaska,,,10.9,,5.6,49.2,30.7,,24.7,17.4,39.3,66.5,9.6,,20.0,20.3,79.7,6.5,,,,,,,,,,10.6,75.5,22.3,23.2,65.6,60.2,61.0,68.2,37.0,44.9,2616,7.075000000000001,5.6,45.7,11.5,37.2,4.2,8.2,18.5,11.7,28.3,2.5,26.6,3860,31355,7863,25547,20421,39938,89635,56793,137293,12023,129250,30.2,93.3,146428,452909
2018,Arizona,,,9.8,,5.9,64.8,31.6,,27.5,12.5,41.3,66.6,9.3,,16.9,24.8,75.2,6.5,,,,,,,,,,9.2,76.1,29.9,26.4,71.1,68.0,59.9,70.9,37.2,38.9,1457,7.324999999999999,8.6,33.5,15.3,42.6,7.2,8.9,18.6,11.2,24.0,5.3,25.0,58960,230722,105767,293894,349389,428422,898032,540461,1159297,256545,1208158,29.7,87.5,1438493,4234370
2018,Arkansas,,,12.5,,6.8,64.1,36.7,,39.8,19.1,39.3,,7.0,,19.2,34.6,65.4,7.7,,,,,,,,,,12.9,60.9,27.5,21.6,70.6,66.8,61.3,68.9,46.3,33.0,3012,8.544444444444444,7.7,37.3,12.0,43.0,8.2,7.6,14.7,8.6,34.0,4.6,22.3,22256,107370,34446,123854,166471,154143,296422,174853,686867,92515,450668,23.3,87.2,471275,1762953
2018,California,,,9.8,,5.4,59.6,27.9,,23.8,9.6,44.1,,8.6,,15.6,23.4,76.6,6.2,,,,,,,,,,11.7,81.2,30.9,29.5,77.2,72.6,66.9,66.8,34.6,37.1,16627,12.679545454545456,11.5,30.5,10.4,47.6,7.3,8.0,21.3,12.9,20.7,8.9,20.8,432534,1146258,390520,1786551,1958791,2140543,5704852,3466224,5559362,2396226,5589646,34.2,83.8,9171076,22460627
2018,Colorado,,,8.2,,4.5,67.2,24.8,,19.4,11.1,46.5,,9.8,,14.1,18.3,81.7,5.3,,,,,,,,,,9.7,81.5,34.5,27.0,68.2,68.7,60.8,73.3,27.0,29.6,1649,7.823076923076924,14.3,32.2,12.7,40.8,4.9,8.4,26.0,15.7,20.8,3.3,20.9,75776,170032,67044,215687,189453,329255,1013989,611560,812615,127663,815752,41.7,91.9,1625549,3583171
2018,Connecticut,,,9.1,,4.4,62.2,29.6,,26.1,10.7,44.3,,10.5,,13.9,17.9,82.1,5.8,,,,,,,,,,8.8,79.2,32.2,30.8,79.6,74.8,73.0,69.0,29.4,18.5,986,7.040000000000001,16.2,29.6,9.9,44.3,5.2,7.9,21.8,17.8,26.9,3.9,16.6,55798,101840,34216,152349,128535,195971,544028,443202,669967,97719,413974,39.6,90.9,987230,2267142
2018,Delaware,,,9.6,,4.9,62.5,35.7,,31.3,14.0,49.3,,9.7,,15.0,21.7,78.3,6.3,,,,,,,,,,8.5,73.2,32.4,33.6,81.4,72.9,71.9,68.3,36.3,32.7,412,7.6000000000000005,8.8,34.8,13.2,43.2,6.3,7.6,18.3,13.1,33.2,3.9,17.7,7453,29330,11122,36416,42858,51648,124178,88814,225797,26223,120182,31.3,89.8,212992,610619
2018,Florida,,,10.8,,5.7,58.0,31.5,,30.3,13.6,41.8,69.7,9.8,,15.1,25.8,74.2,6.8,,,,,,,,,,10.8,71.3,31.4,25.5,79.1,71.0,69.5,65.7,39.7,19.2,6725,7.3062499999999995,9.5,32.2,15.2,43.1,6.9,9.7,19.1,11.3,28.7,4.6,19.7,168660,569001,268866,762798,1052860,1489510,2920459,1726771,4387954,708872,3015699,30.4,88.5,4647230,13540393
2018,Georgia,,,11.7,,5.7,59.7,34.8,,31.3,13.6,41.6,67.7,7.6,,17.3,26.4,73.6,7.3,23.2,16.3,71.9,41.0,10.2,,,,,11.5,69.9,28.7,25.6,78.7,68.6,73.1,65.7,39.3,46.5,4513,8.316666666666668,10.1,32.6,15.3,42.0,8.0,8.1,19.5,12.3,27.8,4.4,19.8,104717,338114,159213,435966,557379,562774,1362317,861716,1942122,308720,1383144,31.9,87.6,2224033,6112073
2018,Hawaii,,,8.2,,4.7,58.1,22.8,,24.0,9.9,43.4,65.4,11.3,,11.8,20.4,79.6,5.5,,,,,,,,,,7.2,83.6,30.3,29.6,81.5,73.0,68.7,57.1,31.7,20.2,480,5.6000000000000005,8.7,38.2,8.4,44.6,4.2,11.1,22.0,11.5,26.8,3.9,20.6,10616,46510,10207,54314,41547,110557,218828,114745,266728,38532,204652,33.5,92.0,333573,915510
2018,Idaho,,,9.1,,5.2,61.2,31.8,,23.3,12.8,43.5,64.3,9.6,,16.9,21.7,78.3,7.1,,,,,,,,,,12.2,75.6,34.2,26.1,66.2,66.8,51.1,69.5,34.8,31.7,1439,8.87142857142857,7.1,36.0,15.3,41.6,5.5,9.9,18.7,9.0,27.8,3.6,25.5,11730,59498,25257,68606,63176,113323,213462,102800,318218,40692,292076,27.7,90.9,316262,1039879
2018,Illinois,,,9.2,,5.4,59.7,35.2,,29.6,12.8,43.4,,11.1,,16.0,23.0,77.0,6.0,,,,,,,,,,8.8,77.0,28.1,27.0,75.3,66.2,63.2,68.9,32.5,35.0,666,9.53125,14.8,30.2,11.6,43.4,5.9,8.1,21.1,14.0,26.1,4.6,20.3,174741,355452,136767,511942,510902,704851,1833666,1219018,2269285,403880,1764774,35.1,89.5,3052684,7791594
